"species","year","lat","long"
"Callionymus filamentosus",2016,32.54324328,34.86216518
"Callionymus filamentosus",2016,32.10449328,34.71852518
"Callionymus filamentosus",2016,32.13374328,34.73448518
"Callionymus filamentosus",2016,32.18774328,34.74778518
"Callionymus filamentosus",2016,32.13824328,34.73448518
"Callionymus filamentosus",2016,31.94924328,34.64670518
"Callionymus filamentosus",2016,32.05274328,34.69192518
"Callionymus filamentosus",2016,32.16074328,34.73980518
"Callionymus filamentosus",2016,32.16074328,34.73980518
"Callionymus filamentosus",2016,32.08199328,34.70788518
"Callionymus filamentosus (Valenciennes, 1837)",2016,31.7002,34.5498
"Callionymus filamentosus (Valenciennes, 1837)",2016,31.71,34.5406
"Callionymus filamentosus",2017,31.99199328,34.70522518
"Callionymus filamentosus",2017,32.01899328,34.71852518
"Callionymus filamentosus",2017,31.94924328,34.64670518
"Callionymus filamentosus",2017,31.94924328,34.64670518
"Callionymus filamentosus",2017,31.94924328,34.68660518
"Callionymus filamentosus",2017,32.01899328,34.67596518
"Callionymus filamentosus",2017,32.01899328,34.67596518
"Callionymus filamentosus",2017,32.04824328,34.68926518
"Callionymus filamentosus",2017,32.18774328,34.74778518
"Callionymus filamentosus",2018,32.13824328,34.73448518
"Callionymus filamentosus",2018,32.05274328,34.69192518
"Callionymus filamentosus",2018,31.94924328,34.64670518
"Callionymus filamentosus",2018,32.28899328,34.78502518
"Callionymus filamentosus",2018,32.01899328,34.67596518
"Callionymus filamentosus",2018,32.01899328,34.67596518
"Callionymus filamentosus",2018,31.89749328,34.61212518
"Callionymus filamentosus",2018,31.97624328,34.66000518
"Callionymus filamentosus",2018,32.01899328,34.67596518
"Callionymus filamentosus",2018,31.88849328,34.60414518
"Callionymus filamentosus",2018,32.21924328,34.76108518
"Callionymus filamentosus",2018,31.76474328,34.50838518
"Callionymus filamentosus",2019,32.19224328,34.75044518
"Callionymus filamentosus",2019,31.94924328,34.64670518
"Callionymus filamentosus",2019,32.02574328,34.67862518
"Callionymus filamentosus",2019,31.91999328,34.62542518
"Callionymus filamentosus",2019,31.94924328,34.64670518
"Callionymus filamentosus",2019,31.99199328,34.66798518
"Callionymus filamentosus",2019,32.02574328,34.67862518
"Callionymus filamentosus",2019,32.02574328,34.67862518
"Callionymus filamentosus",2019,31.99199328,34.66798518
"Callionymus filamentosus",2019,31.99199328,34.66798518
"Callionymus filamentosus",2019,31.99199328,34.66798518
"Callionymus filamentosus",2019,32.11124328,34.71852518
